participant,question,explId,explIndex,text,acc,satis,satisfaction,accuracy,causation,functional,general,mechanism
wqzScaGOUspamnVac,29,581,13,"Clocks tend to be round because a circle is easily divided into twelve equal segments, making the time easier to read.",3,5,5.1,5.181818181818182,3.3,3.6,4.666666666666667,4.888888888888889
JkNhNRpfGTzXSavdZ,29,582,14,"Clocks are rounded as this is a traditional design, and is efficient at showing all times of the day.",3,2,4.6,4.7272727272727275,2.9,2.9,4.444444444444445,3.7777777777777777
JpDyaOAYQbBZveECk,29,583,15,Clocks are used as a way to mark time.  Its round shape is reflective of the sun's shape which has been used since antiquity to gauge the time of day.  This is mainly a matter of familiarity of handed down from time immemorial.,5,5,5,4.818181818181818,3.3,4,3.7777777777777777,4
SYtVYnXrBoAXrNWNB,29,584,16,Because the bible said so.,1,3,1.2,1.9090909090909092,1.6,1,1.6666666666666667,1
XaSLWYNnhbFMVTEiO,29,585,17,"Clocks are round because round clocks grab your attention, making them easier to read.",2,6,3.2,3.4545454545454546,1.5,2.5,3.2222222222222223,2.6666666666666665
AJZgIbRuvSdrcQpAn,29,586,18,Round clocks are a simple ways to place the hands in the center so they can rotate on a very small axis. And they are very simple to read.,5,5,4.9,5.454545454545454,2.3,3.6,4.777777777777778,4.888888888888889
LgPJGhhQtPbzSwpyb,29,587,19,I think they are round because it's a remnant of sundials which were used to tell time before clocks were invented. And they were round so that the shadows can move evenly to tell the time.,5,6,5.2,5.454545454545454,4.1,3.7,4.222222222222222,5.444444444444445
pAPAsIEvfDOKSOkCN,29,588,20,Clocks are round because time is infinite like a circle. The circle never ends at a point just like time with never end at a point. For example if a clock was square it would signify that time stops at one of the four points during the day.,4,6,4.4,3.8181818181818183,3.1,2.5,3.888888888888889,4.888888888888889
hnJpedefCXCRwDUaf,29,589,21,It started from the sundial. As the sun moved across the sky it would create a shadow on a stick giving an approximate time.,6,6,5.3,5.363636363636363,4.5,4,4.333333333333333,4.666666666666667
kkPhZnXMkMBoEfHAH,30,590,1,Saturn has rings because of the orbit around the planet.,7,6,3.4,4.2,1,2.3,4.8,3.7
vFVntGTEMGrxJDXuo,30,591,2,It's a molecular layer around it,2,2,2.6,3.4,1.7777777777777777,1.6,3.8,3.1
gXBqRuYoqqpJdCTCJ,30,592,3,"Because it spins around, so its gravity pulls the orbiting particles around and they form rings.",6,5,4.1,5.3,4.222222222222222,2.4,4.4,6
OeSHVrmAAjMibTybZ,30,593,4,Gas formed around Saturn in a ring.,5,7,3.7,4.4,2.6666666666666665,2.4,4.8,3.4
zLLBlAYunqVdnudnb,30,594,5,Particles are attracted to Saturn's strong gravitational pull and are prevented from escaping.,2,3,4.3,5.4,4.444444444444445,2.7,4.7,5
gSZvNDBpWxZwvbpfF,30,595,6,To keep it in orbit.,1,2,1.9,3.2,1.2222222222222223,5,3.6,1.8
SKEOGHOLYXnYmlRzG,30,596,7,"Saturn is huge, and thus has a large force of gravity.  Debris in space are drawn to it, though because it spins and some of the debris comes in at angles, the debris winds up orbiting the planet.",3,5,5.5,5.4,4.444444444444445,3,4.6,6.6
yFOxacOVfbqjosETn,30,597,8,Extra debris from either when the planet formed or when moons were destroyed (or both) coalesced in the planet's gravitational field.,6,6,4.1,5.2,3.4444444444444446,2.2,5,5.4
vNqtlmGbTDJwgqkki,30,598,9,The rings are comprised of dust and other space particles which adhere to the planet because of gravitational pull.,3,4,5.7,5.1,4.111111111111111,2.3,5.2,5.1
AykYCZGNPtAMgnmXS,30,599,10,Because of it's gravitational pull and space debris.,3,6,4.1,5.3,4.777777777777778,2.3,5,3.9
RnULRGrjeaMbubAaQ,30,600,11,"Saturn's spin means that dust on the surface is most likely to be thrown out of the atmosphere where its angular momentum is highest, e.g. the equator.  Water molecules freeze against this dust, causing a larger 'cold' mass for more water to freeze against, etc, until a glob of ice has formed.  Now, the obvious flaw in this explanation is that it is an asymmetrical explanation - a glob of ice would eventually just fall back to saturn due to gravity, or stay in orbit only if it was very perfectly formed.  To modify the explanation, then, I would speculate that some major event in saturn`s history kicked up a bunch of dust and water simultaneously about the equator.  Buuuut... I'm no astrophysicist.",3,6,5.2,4.9,2.666666666666667,2.2,3.1,5.9
jtHaqIYzsxkmIkfdv,30,601,12,Because the planet is very cold and also very large. Ice forms around the planet and Saturn has a very strong gravitational pull.,5,6,4.4,4.6,4,2.7,3.9,4.8
wqzScaGOUspamnVac,30,602,13,Saturn has rings because of debris from the asteroid belt being caught in Saturn's gravitational field.,5,6,4.1,4.9,4.888888888888889,2.4,4.4,5.6
JkNhNRpfGTzXSavdZ,30,603,14,"Saturn's gravity causes the fine dust, ice and rock particles near it to get stuck in its orbit.",6,6,4.8,4.9,4.333333333333333,2.8,5,5.5
JpDyaOAYQbBZveECk,30,604,15,The Saturn's rings are simple huge gaseous rings make of rock and ice surrounding the planet.  They form rings held in place by the cold atmospheric conditions found in the surface of the planet.,5,5,5.9,4.9,3,2.4,5.2,6.4
SYtVYnXrBoAXrNWNB,30,605,16,Because it's magical.,1,2,1.5,2.5,0.44444444444444436,0.6,2.7,2.7
XaSLWYNnhbFMVTEiO,30,606,17,"Saturn has rings because the planet is spinning so fast, it created rings of ice on the outside.",1,6,3.8,2.9,3.666666666666667,3.1,3.5,5.7
AJZgIbRuvSdrcQpAn,30,607,18,Saturn has rings because gas and debris have collected and are held in a orbit around the planet by gravity.,7,6,5.7,5.2,5.222222222222222,2.8,4.2,5.8
LgPJGhhQtPbzSwpyb,30,608,19,"I think Saturn has rings because it once got trapped in a meteor field, and the gravity of the planet pulled enough of it into its orbit to make rings for itself. Or maybe God liked it so much that he put a ring on it.",2,6,2.4,3.4,0.6666666666666667,1.4,2.5,5.5
pAPAsIEvfDOKSOkCN,30,609,20,Saturn has rings to hold the planet in orbit. Without the rings the planet would not orbit the sun like the other planets in our system. Each ring is composed of a different composition of chemicals in order to keep the balance. If the intensity of the chemicals increases the planet would most likely become off balanced and collide or burn up.,2,2,4.7,3.5,2.2222222222222223,4.8,3.1,5.2
hnJpedefCXCRwDUaf,30,610,21,The rings are frozen gases circling the planet.,2,2,4,4.5,2,1.9,4.4,3.2
sFCZgVyslxMHknYar,31,611,1,They could not survive in their climate after the meteor hit.,6,6,4.9,3.8,4.3,3.9,4.909090909090909,3.25
GNDaOXKKOkRTRhoaB,31,612,2,The earth's climate became too cold for life on earth.,6,6,4.3,4.4,5,2.5,3.727272727272727,2.375
QQJNCUJORfaGgmFAX,31,613,3,"Because there was not enough food for them to eat, so they went hungry and died.",2,6,4,3.9,4.7,2.7,3.090909090909091,3.5
oWImXsDFFmBmCLxqt,31,614,4,"A mass extinction event, likely a meteor strike causing sudden and severe climate change.",5,6,5.5,4.9,5.4,3.9,3.5454545454545454,4.125
TRYjnXufrxlvIGJVb,31,615,5,Tsunami.,4,4,2.7,2,4.5,0.9,2.1818181818181817,2.75
ltBqgwxyluVRaDeuD,31,616,6,Because of a massive meteor strike that fundamentally changed what species lived and died on Earth.,6,5,4.8,4.3,4,3,3.8181818181818183,4.125
zgRmhmSUqTnQotHfd,31,617,7,There was a meteor strike that changed the earth's temperature and atmosphere and they could not adapt and survive any longer.,5,5,5.8,4.4,5.5,3.6999999999999997,4.636363636363637,4
UPWaElVqLSkEtHwcZ,31,618,8,Because they were unsuited to adapt and survive to the changing world.,5,3,4.8,4,3.7,3.6999999999999997,4.090909090909091,3
IegZCdlOtlKcBVZFr,31,619,9,A large comet crashed into earth killing all dinosaurs that were living back then.,6,5,4.3,3.5,4.2,3.1,3.5454545454545454,4.875
FpnYUADMRothZCONg,31,620,10,"There was a large impact, that caused dust to block out the sun.",5,3,4.1,4.7,5,2.9,3.909090909090909,3
aktLFlfOoVLAWUSBw,31,621,11,"I believe that the most commonly held theory is that a large meteor struck the Earth on or near the Yucatan peninsula around 65 million years ago, creating a dust cloud that reduced the temperature of the atmosphere to the point at which dinosaurs could no longer survive.",6,6,6,5.1,5.9,3.4,4,5.5
rlwlAkwRYwDUfVimg,31,622,12,Mass extinction was caused when an asteroid impacted with Earth. The resulting dust cloud blocked out sunlight for between 5 an 10 years and vegetation died off. The food chain was destroyed.,7,6,5.3,4.5,5.6,4.1,4.2727272727272725,5
SIrrbDPNkZajZsjkL,31,623,13,Because of time out.,6,6,2.3,2,0.2,0,2,1.5
XevLwaPwrDRahypxD,31,624,14,We think the dinosaurs died out due to a large meteor impact.,5,5,4.5,4.7,4.9,3.6,4.181818181818182,3.625
qqKjxEibaHAZHrqTO,31,625,15,Because they ran out of food.,2,2,3.3,3.5,5.2,3.5,3.090909090909091,3
uHXdvPjwvqIbQFAWw,31,626,16,Because of the dramatic climatic and ecological changes caused by a catastrophic event probably caused by a large meteorite.,6,6,5.6,5,5.4,3.6,4.363636363636363,5.125
OBezmSKdMBlbCMGRZ,31,627,17,"Because a large meteor hit the earth, which caused a massive climate change which made it impossible for large animals such as dinosaurs to survive.",6,5,5.6,4.8,5.9,3.6,4.181818181818182,5.625
bheXyPPJtjqQlqEpS,31,628,18,Dinosaurs died as a result of the flood as described in the Bible in the book of Genesis.,6,3,2.7,2.5,3.3,1.8,3.2727272727272725,2.875
sBCFRUjJyVISMhjxS,31,629,19,"There was a change in the climate of the earth, possibly due to an asteroid strike, and this changed the environment so drastically the dinosaurs could not survive.",6,6,5.6,4.5,5.8,3.6999999999999997,5.2727272727272725,4.25
OdCDRNCSWCkgNWbDS,31,630,20,Dinosaurs died out because of the effects of a large meteor strike. Those in the area of the strike were vaporized. Those who survived the strike starved because the effects of the strike disrupted their food supply.,6,6,5.3,4.8,5.5,3,4.181818181818182,5.5
sFCZgVyslxMHknYar,32,631,1,To get the gas out.,6,6,3.090909090909091,3.8181818181818183,1.1999999999999997,4.9,2.4615384615384617,4.25
GNDaOXKKOkRTRhoaB,32,632,2,It's air bubbles caught in the lungs.,3,5,3.8181818181818183,3.727272727272727,4.1,1.2,2.3846153846153846,2.375
QQJNCUJORfaGgmFAX,32,633,3,"We hiccup when we eat food or drink too fast because it causes gases to build up in our bodies, and the hiccups expel these gases.",2,7,4.181818181818182,4.2727272727272725,4.5,4.1,4.076923076923077,5.25
oWImXsDFFmBmCLxqt,32,634,4,Irritation of a nerve in our chest.,6,6,3.3636363636363638,4.181818181818182,3.6,1.9,2.6923076923076925,2.875
TRYjnXufrxlvIGJVb,32,635,5,Breathing in.,7,7,2.4545454545454546,3,2.1,0.1,2.4615384615384617,2.875
ltBqgwxyluVRaDeuD,32,636,6,"As a way for our bodies to clear air bubbles in the esophagus, otherwise pressure would build up and potentially be damaging.",5,5,4,4.181818181818182,3.4,5.1,2.769230769230769,4.75
zgRmhmSUqTnQotHfd,32,637,7,Because we get air caught in our esophagus and this is how it is expelled.,1,3,4.363636363636363,4.181818181818182,4.3,4.3,2.8461538461538463,5
UPWaElVqLSkEtHwcZ,32,638,8,To release excess gas from our stomachs.,2,2,3.5454545454545454,4.181818181818182,2.8,4.9,3,4.75
FpnYUADMRothZCONg,32,639,9,Trapped air in our stomach.,5,3,2.909090909090909,4.090909090909091,4,1.2,2.230769230769231,2
aktLFlfOoVLAWUSBw,32,640,10,To expel gasses trapped in our stomachs,2,3,3.3636363636363638,4.090909090909091,2.4,5.2,3.1538461538461537,4.625
rlwlAkwRYwDUfVimg,32,641,11,Some researchers believe that we hiccup when we have air or food stuck near the epiglottis. It is a bodily reaction to clear the area.,6,6,4.909090909090909,4.454545454545454,4.6,4,4.230769230769231,5.125
SIrrbDPNkZajZsjkL,32,642,12,Very irritating.,7,5,1.6363636363636362,3.090909090909091,0.5,0.1,3,1.5
XevLwaPwrDRahypxD,32,643,13,We hiccup because we used to be frogs. It is a vestigial reflex.,2,6,2.5454545454545454,2.4545454545454546,1.4,1,2.076923076923077,1.5
qqKjxEibaHAZHrqTO,32,644,14,Because we swallowed too much air.,1,2,3.272727272727273,3.727272727272727,4.1,1.9,3.076923076923077,3
uHXdvPjwvqIbQFAWw,32,645,15,"Because in some circumstances (which are subject to debate) a particular neurological pathway is activated that makes the diaphragm rapidly move up, which produces hiccups.",5,5,4.636363636363637,5.181818181818182,4.5,2.5,4.153846153846154,6.125
OBezmSKdMBlbCMGRZ,32,646,16,There is a malfunction in the breathing process and swallow process causing a minor physical sensation in our throats.  After a while this malfunction is corrected by the human body.,3,2,4.2727272727272725,4.545454545454546,3.3,3.4,4,5.375
bheXyPPJtjqQlqEpS,32,647,17,Hiccups are a muscle spasm within the diaphragm.,6,5,4.545454545454546,4.909090909090909,3.9,1.6,4.538461538461538,4.5
sBCFRUjJyVISMhjxS,32,648,18,"A hiccup is a spasm in our trachea, possibly to force out air stuck in the throat.",4,6,4.363636363636363,4.818181818181818,4.5,4.4,4.153846153846154,6.375
OdCDRNCSWCkgNWbDS,32,649,19,We hiccup because a bubble of air gets trapped in our throats. This sets off a reflex that cause our throats to spasm to dislodge the bubble.,5,5,5,4.181818181818182,4.6,3.7,3.3846153846153846,6
sFCZgVyslxMHknYar,33,650,1,To intimidate.,6,6,5.2727272727272725,4.9,4.6,5.4,4.7,4.090909090909091
GNDaOXKKOkRTRhoaB,33,651,2,To intimidate other animals and display dominance.,6,7,5.636363636363637,5.3,4.7,5.4,5.2,5.181818181818182
QQJNCUJORfaGgmFAX,33,652,3,They roar to notify predators that they are a threat and to stay away from them.,6,7,5.181818181818182,5,3.8,5.4,4.7,5.181818181818182
oWImXsDFFmBmCLxqt,33,653,4,To communicate with one another.,5,6,4.7272727272727275,5.6,4.7,5.5,4.9,3.8181818181818183
TRYjnXufrxlvIGJVb,33,654,5,On the hunt.,7,7,2.8181818181818183,4.3,1.6,0.9,2.6,2.727272727272727
ltBqgwxyluVRaDeuD,33,655,6,To establish dominance over the more submissive members of the pride. They need a way of showing who is in command.,5,4,5.636363636363637,5.2,4.8,5.4,4.8,5.181818181818182
zgRmhmSUqTnQotHfd,33,656,7,It is a means of communication that lets them announce their presence and signal their territory is protected.,4,6,5.818181818181818,5.8,4,5.5,4.9,5.2727272727272725
UPWaElVqLSkEtHwcZ,33,657,8,To intimidate prey and to warn other animals of danger.,6,6,5.363636363636363,5.4,4,5.4,4.6,5.090909090909091
IegZCdlOtlKcBVZFr,33,658,9,It's a way to communicate with others,6,6,5.090909090909091,5.8,4.2,5.2,5.3,4.2727272727272725
FpnYUADMRothZCONg,33,659,10,Lions roar to communicate dominance.,5,2,5.545454545454546,5.4,4.7,5.1,5.4,4.2727272727272725
aktLFlfOoVLAWUSBw,33,660,11,To identify themselves and their territories to other prides,5,4,5.545454545454546,5.4,4.7,5.7,4.7,5.6
rlwlAkwRYwDUfVimg,33,661,12,Lions roar to let other lions know where they are at. A roar may mean that a Lion is warning others not to approach his area.,5,6,5.2727272727272725,5.7,4.1,5.6,4.8,5.2727272727272725
SIrrbDPNkZajZsjkL,33,662,13,Very sound.,6,6,2.4545454545454546,3.1,0,0.5,1.7,2.3636363636363638
XevLwaPwrDRahypxD,33,663,14,Lions roar to announce their presence in their territory.,2,6,5.2727272727272725,5.7,4.7,5.5,5.3,5.454545454545454
qqKjxEibaHAZHrqTO,33,664,15,To scare predators away,5,1,4.818181818181818,4.9,4.6,5.4,4.1,4.7272727272727275
uHXdvPjwvqIbQFAWw,33,665,16,"This behavior probably lets the lion inform other lions of his presence, assert his dominance and communicate otherwise.",6,6,6,5.8,3.9,5.4,5.2,5.2727272727272725
OBezmSKdMBlbCMGRZ,33,666,17,To show their dominance and create fear in other animals.,6,4,5.454545454545454,5.5,4.8,5.3,5,5.090909090909091
bheXyPPJtjqQlqEpS,33,667,18,"Lions roar in the same way that house cats meow or dogs bark, as a means of communication.",5,6,4.818181818181818,4.6,3.9,4.7,5,4.909090909090909
sBCFRUjJyVISMhjxS,33,668,19,Lions roar to establish dominance and to scare off any predators that might be lurking.,5,4,5.545454545454546,5.6,4.6,5.3,5.2,5.545454545454546
OdCDRNCSWCkgNWbDS,33,669,20,Lions roar as a warning to potential adversaries. The point is to intimidate the adversary and avoid possible injury in a physical conflict.,6,4,5.636363636363637,5.3,4,5.7,4.9,5.636363636363637
sFCZgVyslxMHknYar,34,670,1,To express themselves.,6,6,5.090909090909091,6.083333333333333,4.666666666666667,4.7,5.7,4.090909090909091
GNDaOXKKOkRTRhoaB,34,671,2,Because they enjoy aesthetically pleasing art.,4,6,4.545454545454546,5.416666666666667,4,2.7,4.7,3.5833333333333335
QQJNCUJORfaGgmFAX,34,672,3,Some people want tattoos because they have an affinity for living dangerously and that is how they express it.,5,6,3.727272727272727,3.666666666666667,2.888888888888889,3.4,3.5,4.454545454545454
oWImXsDFFmBmCLxqt,34,673,4,To try and differentiate themselves by doing what all their friends are doing.,7,3,3.909090909090909,4.5,2.5555555555555554,3.3,3.7,4.416666666666667
TRYjnXufrxlvIGJVb,34,674,5,Identification.,7,7,3.5454545454545454,5,4.222222222222222,3.7,4.2,3.1818181818181817
ltBqgwxyluVRaDeuD,34,675,6,"For the aesthetic value they see in it - for some, tattooing is a permanent reminder of a pleasant memory, or someone they want to memorialize, and there is no more personal expression than having it on your own skin.",7,5,5.7272727272727275,5.75,4.555555555555555,4.5,4.8,5.083333333333333
zgRmhmSUqTnQotHfd,34,676,7,It is a matter of personal style and choice. People like to express their individuality and tattoos allow them to do that.,7,6,5.636363636363637,6.083333333333333,3.4444444444444446,4.8,5.6,5
UPWaElVqLSkEtHwcZ,34,677,8,Because they use them to express themselves and express things that interest them.,7,7,5.636363636363637,6.166666666666667,4.444444444444445,4.7,5,4.909090909090909
IegZCdlOtlKcBVZFr,34,678,9,To express who they are as a person.,7,6,5,5.916666666666667,3.888888888888889,4.8,5.1,3.7272727272727275
FpnYUADMRothZCONg,34,679,10,To express their individuality.,6,5,4.909090909090909,6,4.444444444444445,4.9,5.2,3.6666666666666665
aktLFlfOoVLAWUSBw,34,680,11,To get noticed.,4,2,4.181818181818182,5.25,3.3333333333333335,4,3.7,3.9166666666666665
rlwlAkwRYwDUfVimg,34,681,12,Some people claim to get addicted to the act of getting tattoos. Others say that they feel original and independent when they make statements on their bodies that are permanent.,5,6,4.7272727272727275,5.083333333333333,3.3333333333333335,2.9,4,4.666666666666667
SIrrbDPNkZajZsjkL,34,682,13,Because of styling.,5,7,4.454545454545454,5.25,3.4444444444444446,1.7,3.7,3.333333333333333
XevLwaPwrDRahypxD,34,683,14,Some people want tattoos because they want to express their individuality.,6,5,5.2727272727272725,5.916666666666667,4,4.7,5.4,4.545454545454546
qqKjxEibaHAZHrqTO,34,684,15,To look cool.,6,2,3.8181818181818183,5.416666666666667,3.7777777777777777,4.6,3.7,3.75
uHXdvPjwvqIbQFAWw,34,685,16,"People have tattoos for various reasons, among which are following a particular style in fashion, following a cultural tradition or desiring to make a social statement with their body.",7,6,5.636363636363637,5.75,4.333333333333333,3.6,4.5,5
OBezmSKdMBlbCMGRZ,34,686,17,To show their own uniqueness and to display what they love or believe in.,6,5,5.363636363636363,6,4.222222222222222,5,5.3,4.5
bheXyPPJtjqQlqEpS,34,687,18,"People want tattoos either to show that they are part of a group or to permanently commemorate a person, place or thing in their lives.",5,6,5.636363636363637,5.416666666666667,4.777777777777778,5.1,4.2,4.909090909090909
sBCFRUjJyVISMhjxS,34,688,19,"People have tattoos to commemorate an event in life or because they like the look of them, they are considered art by some.",6,6,5.545454545454546,5.583333333333333,4,4.4,5.3,4.666666666666667
OdCDRNCSWCkgNWbDS,34,689,20,Some people are vain about their appearances. They will do anything that they think will enhance their appearance. Many people also want to show that they are able to endure the pain they suffer when getting tattooed.,6,6,4.363636363636363,4.166666666666667,3.5555555555555554,2.5,3.4,4.25
sFCZgVyslxMHknYar,35,690,1,"They see their family as a pack and to survive, they must stay as a pack and be loyal.",6,6,5.625,5.3,4.8,3.3,5.444444444444445,4.5
GNDaOXKKOkRTRhoaB,35,691,2,Because humans take care of their needs.,1,4,4.5,4.5,4.2,3.7,5.111111111111111,3.5
QQJNCUJORfaGgmFAX,35,692,3,"Dogs are loyal because we feed them, and they know that as long as they are loyal, they will keep getting food and never go hungry.",5,6,4,5.4,3.6,3.6,5.444444444444445,5.1
oWImXsDFFmBmCLxqt,35,693,4,"We have domesticated them, meaning we have selected for loyalty through breeding (genetics).",7,6,4.375,5.2,4.3,2.4,5.333333333333333,4.8
TRYjnXufrxlvIGJVb,35,694,5,Need food.,7,7,3.875,5.1,2.2,3.1,5.555555555555555,3.5
ltBqgwxyluVRaDeuD,35,695,6,"They see that it is their human who feeds them, shelters them, and gives them daily interaction (hopefully!), so they develop a relationship to hopefully continue these positive traits.",5,6,5.125,5.8,4.8,3.7,4.666666666666667,5.1
zgRmhmSUqTnQotHfd,35,696,7,Dogs are genetically predisposed to rely on humans for companionship and leadership. Their loyalty is derived from this predisposition.,5,5,4.75,5,4.4,1.7,5,4.8
UPWaElVqLSkEtHwcZ,35,697,8,"Dogs are loyal because they know that if they are not, they might not be fed or given preferred treatment.",6,6,3.625,4.8,3,4.3,4.111111111111111,5.2
IegZCdlOtlKcBVZFr,35,698,9,Because we care for them and feed them.,7,6,4.75,5.3,4.7,2.7,4.888888888888889,4.2
FpnYUADMRothZCONg,35,699,10,"They rely on us to eat, and recognize us as family.",6,5,5,5.2,4.4,3.3,4.444444444444445,4.6
aktLFlfOoVLAWUSBw,35,700,11,They have been bred to view humans at their pack leaders.,5,5,4.625,5.2,3.9,3,4.444444444444445,3.9
rlwlAkwRYwDUfVimg,35,701,12,"Dogs form emotional bonds with others and feel love for them. It is a natural, biological reaction and it makes a dog feel driven to stay with and care with the person they have bonded with.",6,6,6.125,5.7,5.6,3.1,4.555555555555555,5
SIrrbDPNkZajZsjkL,35,702,13,Because of our issue.,6,5,2.125,3.1,0.8,0,3.2222222222222223,1.7
XevLwaPwrDRahypxD,35,703,14,Dogs are loyal because of their pack mentality. Dogs are social and domesticate for the same reason.,7,6,5,5.3,4.4,2.6,5.111111111111111,4.8
qqKjxEibaHAZHrqTO,35,704,15,Because they want to be loved.,6,5,3.375,4.5,3.9,3.3,4,3.7
uHXdvPjwvqIbQFAWw,35,705,16,"Dogs are loyal because this behavioral quality was selected for during the process of domestication by humans that has probably lasted for the last 10,000 years.",7,6,4.875,4.8,4.4,1.6,5.555555555555555,5.2
OBezmSKdMBlbCMGRZ,35,706,17,Dogs have learned over time to protect those who care for them.  Dogs understand who feed and care for them and they will fight to protect those people.,6,5,5.375,5.5,4.8,3,5.111111111111111,5.4
bheXyPPJtjqQlqEpS,35,707,18,Dogs are pack animals and so will form bonds either within the pack or with humans.,5,5,5.25,5,4.9,2.4,4.777777777777778,4.9
sBCFRUjJyVISMhjxS,35,708,19,Dogs are loyal because they feel a bond through experiencing physical and emotional closeness with their owner and because the owner provides for their needs.,6,6,5.875,5.2,4.9,2.9,4,5.1
OdCDRNCSWCkgNWbDS,35,709,20,Dogs are loyal as a survival mechanism. Dogs hunt much more effectively in packs. Being loyal to a pack allows dog to work as a team to catch the prey they need to survive.,7,7,5.5,5.5,4.8,4.3,4.777777777777778,6.3
uFUMeivvaIhiXEZzg,36,710,1,"It is psychological, you are only ticklish if you let yourself be ticklish.",7,7,3.272727272727273,3.909090909090909,2.2,0.6363636363636364,1.75,3.1818181818181817
rEkadfIVRQepIbiVk,36,711,2,Because it excites our nervous system in a strange way.,3,3,3.6363636363636362,4.363636363636363,5,2.272727272727273,3.25,5.818181818181818
okTkthnuDxzhnEuNJ,36,712,3,It sends a funny feeling through our body and it's the first reaction we get.,2,1,3.1818181818181817,3.909090909090909,4.2,2.4545454545454546,3.75,4.818181818181818
mpAHLprhXPqsSlvpS,36,713,4,"It probably triggers the same type of physical response as when we think something is funny. In that case, even if it's unpleasant, its a physiological response of laughter.",3,5,4.2727272727272725,3.727272727272727,4,2.4545454545454546,3.5,5
sHjFGivpKpmybWTGQ,36,714,5,It probably hits us in certain nerves which makes the brain react by making us laugh.,5,5,4,4.454545454545454,4.3,2.6363636363636362,4.25,5.454545454545454
aMJqRWzTNVlMUVXmZ,36,715,6,"Tickling makes us laugh because when humans were still evolving and were considered survivalist and hunters, and were tough and hardy creatures, we needed tickling to be able to laugh and make us laugh and feel happy during the times of incredible harshness so to distract us.",1,2,3.6363636363636362,3.4545454545454546,2.6,2.909090909090909,2.625,4
RBCtidmYYQJBTWOLJ,36,716,7,Because it triggers a sensation in  your body that leads to laughing.,5,5,3.6363636363636362,4.181818181818182,4.7,3.6363636363636362,5.5,4.909090909090909
SwAdlHUTgXEFoIUyC,36,717,8,Tickling actually triggers a reaction in which our brain does not know what to do. It is the same reaction as someone who is getting tortured.,7,7,3.272727272727273,3.727272727272727,4.1,2.727272727272727,2.625,4.7272727272727275
CylwshqaWALnjWLBJ,36,718,9,The nerve endings in certain parts of the body are more sensitive than others resulting in a tingling sensation causing you to laugh.,3,3,5,5.363636363636363,5.3,3.4545454545454546,4.875,4.909090909090909
NFiJfQeXVroxaVhlE,36,719,10,"Tickling stimulates nerve regions in a non-threatening but still slightly uncomfortable way, making laughter the most socially  appropriate response.",3,5,4.2727272727272725,4.7272727272727275,4.9,2.8181818181818183,3.25,5.818181818181818
dQPWrwTnRZFHvGzIm,36,720,11,Because nerve endings do crazy shit.,2,1,2.3636363636363638,3.909090909090909,2.8,0.8181818181818181,3,2.8181818181818183
dGCHhGYirjLsTiFqR,36,721,12,"When you laugh while being tickled, you are actually experiencing symptoms of fear and confusion.  It comes from our bodies not being able to anticipate the next thing that will happen - this is why you cannot tickle yourself, even in a spot that you know you are ticklish in.  If it's a symptom of fear, why are we not afraid?  Over time, we have been conditioned to know that being tickled is not a life or death thing, and so we don't feel actual fear.  However, our bodies are still confused by the sensations and thus we laugh.",3,3,5.363636363636363,3.6363636363636362,4,2.727272727272727,3.375,5.090909090909091
ynMhYXmalYXlyNmkw,36,722,13,Because it gives the body a sensation that can be somewhat uncomfortable and laughing is maybe our body's way of submitting to the sensation.,5,5,3.8181818181818183,3.8181818181818183,4.3,3.4545454545454546,3.75,5
MeJFZazmRNGySJTAG,36,723,14,"Some people are just ticklish. It may have to do with your nerves or maybe it's psychological. Either way, it's unavoidable.",4,3,3.5454545454545454,4.181818181818182,2.4,1,4.25,2.727272727272727
tuaIrLTyBPKNqTJjg,36,724,15,Because it stimulates nerves that cause us to be prone to laughter. We have these particular nerves only in some areas.,6,6,5.090909090909091,4.636363636363637,4.7,3.6363636363636362,4,5.818181818181818
iCUyYdsDmppfhSOeL,36,725,16,Because it is a funny feeling and hits the nerves in the right spot.,6,5,3.6363636363636362,5.181818181818182,4.7,1.9090909090909092,4.5,4.545454545454546
xrBLAAavixwRjfZoy,36,726,17,Tickling triggers an innate response because our most vulnerable places such as the bottom of our feet are being openly permitted to experience stimuli (tickling) that we don't worry about controlling. This triggers the very same place in our brain when we allow our defense down in order to openly laugh.,2,5,5.454545454545454,4.2727272727272725,4.2,2.727272727272727,4.25,5.636363636363637
HpRkKNuntJHdVYevL,36,727,18,The stimulation of the nerve endings is like a spider walking on you and moving and laughing is to get it off.,5,6,3.727272727272727,4.2727272727272725,3.8,3.4545454545454546,2.875,4.454545454545454
gcMtkEDBILmlSouuj,36,728,19,"Tickling is because the brain needs tension and surprise. If we try to tickle ourselves it doesn't work, but if someone else does it, its a surprise so it makes us laugh.",7,7,4.454545454545454,3.8181818181818183,3.9,3.1818181818181817,3.875,3.4545454545454546
GvJEMrvemViivSOeq,36,729,20,Because there are nerves in skin that react to such light touching and that cause laughing as a sort of defense.,5,7,4.454545454545454,4.636363636363637,4.9,4,3.625,4.454545454545454
uFUMeivvaIhiXEZzg,38,750,1,An ingredient in the food affects our sinuses,3,1,4.222222222222222,5.1,4,2.9,4.875,3.8181818181818183
rEkadfIVRQepIbiVk,38,751,2,Spicy foods cause vasodilation.,5,6,4.333333333333333,4.3,3.8,2.8,4.25,5.090909090909091
